"","V1"
"1",1.09188980093076
"2",0.749539505612186
"3",0.688604747234854
"4",-0.197156053869007
"5",0.525745769996121
"6",1.24142753397811
"7",0.577413601061198
"8",0.229708097336286
"9",0.642869592192015
"10",0.915982664206084
"11",0.937643750184147
"12",0.408560810475396
"13",0.543084205380561
"14",0.941772291163733
"15",0.678091546519177
"16",1.19552343321862
"17",1.12353741440964
"18",1.01391522574075
"19",0.350836394080557
"20",0.458367651735353
"21",0.805200289335855
"22",0.827535231909498
"23",0.715395176519472
"24",0.74512139635835
"25",0.944557232709643
"26",1.09382809868422
"27",0.466661575554536
"28",1.4573684387595
"29",1.28064576180168
"30",0.111548461486861
"31",0.673597757247571
"32",1.03641374880155
"34",0.902917499490733
"36",1.13602498092125
"38",-0.165451366507442
"39",0.937429956448096
"40",0.558300715612959
"41",1.19586240675849
"42",0.390557691793665
"43",0.819666901736115
"44",0.0779684515144587
"45",0.783272146558524
"46",0.521616419869956
"47",1.10525627536521
"48",0.529111668996887
"49",-0.00319433003534675
"50",1.18435088032591
"52",0.771811484974161
"53",1.72946688191601
"54",0.911209193763263
"55",0.878434461367782
"57",0.534534466324471
"58",1.39518676163918
"60",0.305997285376001
"61",0.922751153079735
"62",0.866280429116586
"63",0.226969517612731
"64",-0.369366919198314
"65",0.170004258606308
"66",-0.0795558716375365
"68",-0.144492779414231
"69",1.07185116393398
"70",0.984440324875363
"71",-0.53595469022417
"72",0.764941157828019
"73",1.15618999945736
"74",1.45675500460846
"75",-0.383084278909681
"76",0.681431169010699
"77",-0.160688660163659
"78",0.697625334301568
"79",0.409858344040892
"80",1.15420610014479
"81",0.550705782587504
"82",0.541119819959518
"83",0.419065373203797
"85",0.683097478877289
"86",1.05822765426394
"87",0.268048996510496
"88",0.636522108728816
"89",1.03621287974581
"92",0.0170922893958534
"93",0.566227171611904
"94",1.28665093294606
"95",0.309833872784763
"96",0.359282468768689
"97",1.3906671055658
"99",1.19239018527637
"100",0.472527802803792
"101",1.00495509408821
"102",-0.553245724412526
"103",-0.0421278207371605
"104",0.582524080207246
"105",0.814418675013693
"106",-0.0271060812663236
"107",0.880722427210599
"108",1.63965413784377
"110",1.04383005893588
"111",1.28768003670828
"112",0.781167771916642
"113",0.488785519248345
"116",0.554428112298341
"117",-0.154546942599143
"118",0.341634437629084
"119",0.828183050740584
"121",1.45098370630867
"122",0.121489325947487
"123",1.10648953886528
"125",0.766131169770501
"126",-0.453430300406295
"128",0.0709550814077847
"129",0.0262855953734905
"132",0.647531961008104
"135",0.414673130059525
"137",0.213799009565264
"140",0.65876309997633
"141",0.899894180661277
"144",0.583076669338498
"145",0.887309530015152
"146",1.27007123794698
"147",0.895147742637267
"148",0.115088717546314
"149",-0.400123327138618
"150",1.01615816805761
"151",0.882699176641847
"152",-0.341790844599273
"153",0.490872622870542
"154",1.0255300455921
"155",-0.519013180120228
"156",0.263259767804735
"157",0.16848745299421
"158",0.327738653452411
"159",0.343013165737879
"160",0.393032653996851
"161",1.04286156821276
"162",1.27166700574021
"163",0.911035131600726
"164",0.671165071101555
"165",0.837403410631925
"166",0.145410157875596
"168",0.566039681185414
"169",-0.0930280518704293
"170",0.783701404695805
"171",0.402962416771603
"172",0.418179755855775
"173",0.359736051831301
"174",-0.0379237427776437
"175",1.31088743025082
"176",1.43899201816296
"177",0.479834237053168
"178",-0.845859174967452
"179",-0.444305213629088
"180",0.701667792346815
"181",0.114502597240324
"183",-0.0377086508341197
"184",1.11485045643118
"185",0.402332397649191
"186",0.18663925280694
"187",1.36784772683259
"188",0.779339914979463
"189",0.40243182162941
"190",0.595561861103067
"191",0.436401397282355
"193",0.237414680771673
"194",1.17180341793091
"195",-0.026685012345736
"196",0.381055834903033
"198",0.758317510938503
"199",1.24013708305752
"201",0.154801254833084
"202",0.568491089908197
"203",0.534435551571638
"204",0.506341618024402
"205",0.802632936094841
"206",0.164384846993427
"207",0.784871292203254
"208",0.481139112954281
"209",0.122837085519696
"210",0.764792116828251
"211",0.176755089961727
"212",0.679549945708329
"213",0.741750700224962
"214",0.270814627221592
"215",1.41304725231872
"216",0.523102205264967
"217",0.180113356519569
"218",0.799024250003059
"219",0.876219718870437
"220",0.699314885325663
"222",0.83020326431135
"223",1.18906862073913
"224",0.995778195755997
"225",0.78925170663001
"227",0.306910576440079
"228",0.0271253219666574
"229",0.912540108697642
"230",0.878492499687152
"231",0.426937330666121
"232",1.72131496580049
"233",1.14739873257484
"234",0.460579199490076
"235",0.731536961891703
"236",0.736488887409429
"237",0.484727765350354
"238",0.927988421890271
"239",0.918305126187483
"240",0.189769199130547
"241",0.212146113174799
"242",0.812108111805229
"243",0.21869845688343
"246",1.47576059761026
"247",1.42201649214465
"248",0.260040677721086
"249",1.19586683442702
"250",0.154783281314348
"251",0.69305505762156
"252",0.72298610339523
"253",0.896103831735992
"254",0.186548871388635
"255",-0.453384598569645
"256",0.340637203418014
"257",0.628471369967137
"258",0.0612587959922753
"259",-0.0515536290890804
"260",1.14254073140182
"261",1.03118983266215
"262",1.37316254187258
"263",0.232504802350552
"265",1.18654365245787
"266",0.68490520058197
"267",0.270723145851353
"269",0.326569947818924
"270",0.075689429633868
"271",1.03072536878232
"272",1.02466683821753
"273",0.369174042885944
"274",-0.046411580491513
"275",-0.290753699692925
"276",0.641887772876978
"277",0.406351799538079
"278",-0.155972638706732
"279",0.573476797340734
"280",0.984761138303115
"281",1.20061560873207
"282",0.552451650284082
"283",0.165694769521583
"284",0.769859481819551
"285",0.623125000412924
"287",0.0344072330488366
"288",0.860311582787588
"289",0.41627366592085
"290",0.980069648248824
"291",0.644286731044534
"292",0.677603735027328
"293",1.20856385265414
"294",0.18779320668034
"295",-0.518100957851857
"296",1.16889567630629
"298",0.0942016530269742
"299",0.657862886588088
"300",0.916916759058657
"301",0.605385045406956
"302",0.319305059016257
"303",0.756103916429388
"304",0.24722368395856
"305",0.7902709006473
"306",1.47507430640431
"307",1.35225328901131
"308",1.3288805577828
"310",-0.0317623328440087
"311",-0.67554931435734
"312",-0.172568519490064
"313",0.399502413720611
"314",1.08238283222072
"315",0.525536715043103
"316",0.796971691530437
"317",0.642321045222509
"318",1.293744011245
"319",0.99742244150972
"320",-0.221831711975144
"321",0.943490062346137
"322",1.09304275805785
"324",0.538293101316041
"325",-0.199886220329129
"326",0.472298307054653
"327",0.578319496415176
"328",0.35500128484845
"329",0.917629037745479
"330",0.523212406831892
"331",0.185507364038124
"332",0.274127618147384
"333",0.863429839761943
"334",1.6662155240373
"335",0.622833899683192
"336",0.0354380234641177
"337",1.10141356390109
"338",0.682823783168117
"339",0.652443289484327
"340",1.19733665140284
"341",0.869384295444071
"342",0.71081143964924
"343",0.134840441092709
"344",0.545885061575199
"345",1.09460658731144
"346",1.07779839292029
"347",0.584281606287487
"348",0.865458928636852
"349",0.885238889681572
"350",0.683737990403346
"351",0.66934907249968
"352",0.467111165814664
"353",0.956365370271368
"354",0.485167137483631
"355",0.341403122611037
"356",1.03790371355252
"357",0.98876395724924
"358",0.339562668286573
"359",0.079182746118508
"360",0.609957100003932
"361",0.715566113454432
"362",0.905378966693987
"363",0.924543698868773
"364",1.14114289956622
"365",-0.11771106471279
"366",0.227226096133888
"367",0.541200163437227
"368",0.892896501960136
"369",0.512115259551376
"370",0.528616677013182
"371",0.557597511955931
"372",0.405147479849415
"373",0.783484025923808
"374",-0.131150654504887
"376",0.592376725496328
"377",0.740143731321461
"378",0.014240731589823
"379",0.279889930261234
"380",0.725936650655194
"381",1.14695809546188
"382",0.115164686529261
"383",0.700716841532572
"384",0.953480020811195
"385",0.719851827248931
"386",-0.031725073452125
"387",-0.0230451269118131
"388",0.81302458220333
"389",0.684604400646627
"390",1.15813653282094
"391",0.857129022975946
"393",-0.0985362243042879
"405",0.172754944606415
"406",0.44788396877576
"407",0.676919747632649
"408",0.165377915950203
"409",-0.491722359480578
"410",0.777305308405826
"412",0.853504949738704
"413",0.410671893187427
"414",-0.176457963047313
"415",0.313882167600063
"416",-0.219783021813923
"417",1.11911560946232
"418",0.474992866159787
"419",0.209001486583874
"420",0.514786725707083
"421",1.04010739334933
"422",0.73495576729954
"423",0.365973471717432
"424",0.195496771825142
"425",0.20984528919921
"426",0.324383067013738
"427",0.275109164981572
"428",0.967492114381078
"429",0.031119195273868
"430",0.901647218839353
"431",1.13165660024074
"432",0.423360113567083
"433",0.373045179711498
"434",0.448178179570555
"435",0.0338344693892518
"436",0.150231037436745
"437",0.481392885133709
"438",0.0784280811292447
"440",0.864365632002414
"441",1.23352683783929
"442",0.554512001092688
"444",0.216960719622799
"445",0.406512739024167
"446",1.18937814831982
"448",0.767288269386957
"449",-0.537862211931497
"450",0.520126449858074
"451",0.765983918253912
"452",0.205476368786491
"453",0.343499950132123
"454",0.828006869673501
"455",0.318321548046867
"456",1.32286601295484
"457",1.07362242373838
"458",0.226072796185183
"459",-0.214901593193285
"460",0.245744420082554
"461",0.286420113324858
"464",0.294038916959416
"466",0.434440908611324
"467",-0.125879999760335
"468",0.568555933769869
"469",1.18072900632698
"470",-0.470698639672814
"471",1.10534564184792
"472",-0.137586413901571
"473",0.00697379921303345
"474",0.893911252165766
"475",1.37466276264051
"476",-0.0332032436851086
"477",0.76846419311153
"478",-0.624099587999735
"479",-0.281551433038502
"480",0.885210529857458
"481",0.52078485452816
"482",0.776377987507795
"484",0.596628919723951
"485",0.498631938202939
"486",0.703092160882761
"487",-0.224804246542529
"488",0.529031884368825
"489",0.574022379332636
"490",0.485295726292748
"491",0.624681533606258
"492",1.14111265828132
"493",1.42619903921045
"494",0.708648967211468
"495",0.46030538841236
"496",1.3606550827572
"497",0.971424892442879
"499",0.60321040218696
"500",0.772360134367556
"501",1.2231897951133
"502",0.0669665466329508
